,name,bar_code,traceability_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,labels,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,allergens,nova_score,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,ingredients_origins,markets,manufacturing,generic_name,additives,link,origin_detail
0,fromage de chevre au lait cru,3760073360070,"['FR 37.226.038 CE', 'Sainte-Maure-de-Touraine (Indre-et-Loire, France)']",['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Linguine,8054242199093,,['France'],[],[],?,368.84,"4,4","66,2","15,1",1543 kj(368 kcal),"1,5",2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Roasted & Unsalted Black Sunflower Seeds,8682190853196,,['France'],[],[],?,620,"52,8","6,1",25,2594 kj(620 kcal),"1,3",5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Cuisse de poulet - Volaille française,3230890008962,,['France'],[],[],?,168,"8,9",1,21,703 kj(168 kcal),"2,8",1,,,['Volaille française'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Pain d’epeautre complet - Pural,3184340065053,,['France'],[],[],?,209,"1,7",38,"6,2",874 kj(209 kcal),"0,2","2,8","0,85","0,34",['Pural'],"['Bio', 'Bio européen']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Bledilait junior +,3041091683878,,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Lamelles de Kebab,3760051587925,,['France'],[],[],?,192,12,3,18,803 kj(192 kcal),"4,3",0,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Plateau grill,2478744075116,,['France'],[],[],?,281.79998779297,"24,1","1,6","1,9",1179 kj(281 kcal),"9,7","0,6","14,9","5,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Sauce algérienne,3760198720810,,['France'],[],[],?,521,"49,4","17,1","1,9",2180 kj(521 kcal),"4,2","12,8","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Florame Florame Bloesemwater Oranjebl 200ML,3516170003255,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Crème  Glacée Café - Toupargel,3328858100305,,['France'],[],[],?,188,"8,5",26,"1,5",787 kj(188 kcal),6,22,,,['Toupargel'],"['Nutriscore', 'Nutriscore D']",B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']",8.5 g,en quantité modérée,6 g,en quantité élevée,22 g,en quantité élevée,,-19%,-19%,-27%,-21%,-7%,-6%,-53%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,,,,,,,,,,,,,
11,Gomme,3086126709659,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Flammenkueches,05401419,,['France'],[],[],?,204,"10,5","19,6","6,4",854 kj(204 kcal),"5,1","3,6","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Gomme,51963385,,['France'],[],[],?,0,0,0,100,0 kj(0 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Infusion Ayurveda,5055953903323,,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Bouillon de légumes en poudre,3609060005320,,['France'],[],[],?,5,"0,1","0,6","0,2",21 kj(5 kcal),0,"0,1","1,1","0,44",,"['Bio', 'Bio européen', 'IT-BIO-005', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Pizza charcutiere,3700477662127,,['France'],[],[],?,222,"7,8",25,12,929 kj(222 kcal),"3,9","1,4","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Confiserie a la reglisse,2608116025061,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Cidou spécial bar,3700490808212,,['France'],[],[],?,41,0,10,"0,5",172 kj(41 kcal),0,"9,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Bio Planet Rapeseed Oil,3445020396707,,['France'],[],[],?,828,92,0,0,3464 kj(828 kcal),7,0,0,0,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Purée de Noisettes - Moulin des moines - 350g,3347430024785,"['EMB 67249', 'Krautwiller (Bas-Rhin, France)']",['France'],['Noisettes'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,693,"63,5","5,5","16,4",2900 kj(693 kcal),"5,5","5,03","0,046","0,018",['Moulin des moines'],['Bio'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de fruits à coques', 'Purées de noisette']",63.5 g,en quantité élevée,5.5 g,en quantité élevée,5.03 g,en quantité modérée,,+5%,+4%,+6%,+14%,-50%,-32%,+10%,,,,,,,,350 g,"['bocal en verre', 'couvercle en métal']",['Fruits à coque'],1,0.046 g,en faible quantité,+63%,+63%,-1,-114%,A,-114%,,,,,,,
21,Sucre en Poudre,3560071410964,,['France'],[],[],?,?,?,?,?,,0,0,,,,"['Nutriscore', 'Nutriscore D']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Grande intenso,7613287162366,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Nectar de Pêche,0496557512132,,['France'],[],[],?,47,0,"11,2",0,197 kj(47 kcal),0,"10,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Huile,5600240871542,,['France'],[],[],?,120,14,0,0,502 kj(120 kcal),2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,17596558,17596558,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Veg-Picnic,3760301280026,,['France'],[],[],?,205,5,39,"0,9",858 kj(205 kcal),5,"1,6","2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Gelatina tangarina,5602477828054,,['France'],[],[],?,8,0,0,"2,1",33 kj(8 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Aïe aïa,0319220314201,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Chapelure,5606439000335,,['France'],[],[],?,378,"4,1",73,"9,9",1582 kj(378 kcal),"0,7","5,7","0,58","0,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Domaine coste moynier,3391482105022,,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Il buon piatto vellutata con pomodoro e ricotta di bufala,8018708958648,,['France'],[],[],?,132,"8,7","6,3","6,5",552 kj(132 kcal),"0,4","4,6","0,89","0,356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Rooibos thé glacé,6009881007584,,['France'],[],[],?,20,0,5,"0,5",84 kj(20 kcal),0,"4,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Pur jus de pomme framboise de l'Avesnois,3000029016195,,['France'],[],[],?,0,"0,1",10,"0,1",0 kj(0 kcal),0,"9,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Schlanker leben phase 3,4251680803207,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Vinaigre balsamique de Modene bio,3013160270036,,['France'],[],[],?,112,"0,8",23,"0,2",469 kj(112 kcal),"0,8",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Baguette,6210362259440,,['France'],[],[],?,285.60000610352,"1,3","56,5","9,2",1195 kj(285 kcal),"0,3","3,3","1,56","0,624",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Pain complet - U bio,,,['France'],[],[],?,222,"1,1",42,7,929 kj(222 kcal),"0,2","1,2","0,99","0,396",['U bio'],"['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-01', 'Point Vert', 'AB Agriculture Biologique']",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains complets']",1.1 g,en faible quantité,0.2 g,en faible quantité,1.2 g,en faible quantité,,-12%,-12%,-68%,-63%,-1%,-67%,-20%,,,,,,,,,,['Gluten'],,0.99 g,en quantité modérée,-15%,-15%,-3,-552%,A,-552%,['France'],"['Super U', 'Magasins U']",,,,,
38,Licor descubrimentos,5604597000082,,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Mochi glacé,3701295700046,,['France'],[],[],?,211,"4,7",39,"3,1",883 kj(211 kcal),"3,1",21,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Pancreck,8006287000308,,['France'],[],[],?,437,11,72,11,1828 kj(437 kcal),2,3,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Pains au chocolat AOP ×4,0216181013122,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Mandarine orri,3760187782461,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Fizz,8410525188855,,['France'],[],[],?,0,0,0,"4,5",0 kj(0 kcal),0,0,"4,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,nutri-Grain - Kellogg's,86396363,,['France'],[],[],?,367,"8,3",67,"4,1",1536 kj(367 kcal),3,33,6,"2,4","[""Kellogg's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Sirop d’orgeat,3760310820329,,['France'],[],[],?,?,?,?,?,,0,0,,,,,B,"['Boissons', 'Sirops', 'Sirops aromatisés', ""Sirops d'orgeat""]",,,,,,,,,,,-100%,,-100%,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,,,,,,,,,
46,Filets de maquereaux préparés à la main,3250393003851,,['France'],[],[],?,951,"18,1","1,7","14,5",3979 kj(951 kcal),"3,1","1,4",0,0,,,D,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux']",18.1 g,en quantité modérée,3.1 g,en quantité modérée,1.4 g,en faible quantité,,+328%,+332%,+10%,-16%,+57%,+164%,-12%,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,,,,0 g,en faible quantité,-100%,-100%,13,+109%,D,+109%,,,,,,,
47,Suisse chocolat X2,0202198013125,,['France'],[],[],?,336,"16,6","39,5","5,9",1406 kj(336 kcal),"8,8","16,6","0,87","0,348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Compote pomme banane,3222477601550,,['France'],[],[],?,63,0,15,0,264 kj(63 kcal),0,13,0,0,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Shahi Korma,0705632490532,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Miel de châtaignier du Perigord,3760152320063,,['France'],[],[],?,?,?,?,?,,,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']",,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,
51,Pomme de terre,3360190060459,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Smoothie Frutta,0024000104865,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,tend croc - Herta - 2,02032764,,['France'],"['ORIGINA ambon et From *2 AU 40 APERS higus', 'fundnivand soun ahekde proethe d omperver àC t home 400 417 horle ive M', ' KUIN AR口LIET PENSE AU TRIT NK']",[],?,?,?,?,?,,,,,,['Herta'],,,,,,,,,,,,,,,,,,,,,,,,,2,['2'],,,,,,,,,,,,,,,,,
54,super oeuf en chocolat au lait,8714786294141,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Miel,3571300000108,,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Amandes,2609849054717,,['France'],[],[],?,645,"49,9","21,5","21,1",2699 kj(645 kcal),"3,8","4,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,casse-croûte,2072011038394,,['France'],[],[],?,394,"4,9","79,1","7,1",1648 kj(394 kcal),"2,2","27,2","0,82","0,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Museau de boeuf vinaigre,2606763032210,,['France'],[],[],?,89,"2,6","1,9","14,7",372 kj(89 kcal),"1,1",0,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Brassé Myrtilles,3273480541272,,['France'],[],[],?,96,4,11,"3,8",402 kj(96 kcal),"2,8","10,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Pasta di semola di grano duro,8032790985085,,['France'],[],[],?,358,"0,5","76,4","13,5",1498 kj(358 kcal),"0,1","0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Vin la vieille eglise,3468000013142,,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Brochettes de filets de poulet et poivrons,3254560156258,,['France'],[],[],?,103,"1,2","0,7",22,431 kj(103 kcal),"0,5","0,7","0,1","0,04",,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",1.2 g,en faible quantité,0.5 g,en faible quantité,0.7 g,en faible quantité,,-21%,-21%,-58%,-33%,+46%,+188%,-4%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,0.1 g,en faible quantité,-87%,-87%,-4,,A,,,,,,,,
63,359671041490,359671041490,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Bigusto dark - Giusto - 130g,8032758702983,,['France'],[],[],?,490,21,71,3,2050 kj(490 kcal),11,43,"0,54","0,216",['Giusto'],['Sans gluten'],C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",21 g,en quantité élevée,11 g,en quantité élevée,43 g,en quantité élevée,,+3%,+3%,+1%,+9%,+11%,+46%,-54%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,130 g,,,,0.54 g,en quantité modérée,-8%,-8%,25,+26%,E,+26%,,,,,,,
65,Saucisson,0206259042574,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Shot Grenade,5608726021795,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Lapasion,8410803002163,,['France'],[],[],?,527,31,57,"5,1",2205 kj(527 kcal),17,28,"0,78","0,312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Yaourt fabriqué en Touraine - Miel,3585530000579,,['France'],[],[],?,99,"2,8","4,9",0,414 kj(99 kcal),"1,85","3,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,3456300011081,3456300011081,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Caramel,8630346310406,,['France'],[],[],?,398,"7,8",79,"3,1",1665 kj(398 kcal),4,"6,3","3,1","1,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Limos fruits rouges,3522552245786,,['France'],[],[],?,33,0,"7,8",0,138 kj(33 kcal),0,"7,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Beurre de cacahuète - Ethiquable - 350g,4192497727747,,['France'],[],[],?,?,?,?,?,,,,,,['Ethiquable'],"['Commerce équitable', 'Fairtrade International']",,,,,,,,,,,,,,,,,,,,,,,,350g,"['Verre', 'Plastique']",,,,,,,,,,,['Nicaragua'],['Supermarché U'],['Pays-Bas'],,,,
73,Melon,6111259437272,,['France'],[],[],?,?,?,?,?,,,,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Ananas d’equateur,3760042971825,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Je judo Imperial,2700282001075,,['France'],[],[],?,1,0,"0,2","0,1",4 kj(1 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Salade de museaux de bœuf,2281283022240,"['FR 69.273.007 CE', 'Corbas (Rhône, France)']",['France'],[],[],?,96,4,2,15,402 kj(96 kcal),1,0,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Lait demie écrémé stérilisé UHT des monts de Lacaune,3416060000060,,['France'],[],[],?,46,"1,6","4,8","3,2",192 kj(46 kcal),1,"4,8","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Extrême mini,8436575295794,,['France'],[],[],?,331,16,42,"3,4",1385 kj(331 kcal),14,31,"0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Nougat,3760298080173,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Biscuits croustillants,3105560072201,,['France'],[],[],?,525,30,53,"9,9",2197 kj(525 kcal),14,42,"0,62","0,248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Organic Energy Drink,3244851005686,,['France'],[],[],?,30,0,"6,9",0,126 kj(30 kcal),0,"6,8",0,0,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Infusettes,3517760003396,,['France'],[],[],?,1,0,"0,2","0,1",4 kj(1 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Eau Arctique Premium,7090012890020,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Sauce Creoline,3720790100113,,['France'],[],[],?,276,28,"5,2",1,1155 kj(276 kcal),"3,1","5,2",4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,fruit de monnin au poire,3052911358098,,['France'],[],[],?,320,0,"77,3","1,2",1339 kj(320 kcal),0,"76,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Petit épeautre en grains - paysans d'ici - 500g,03823491,,['France'],['Petit épeautre en grains'],[],?,?,"5,8",64,13,,,"1,1","< 0,01","0,004","[""paysans d'ici""]","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Bio équitable en france']",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains']",5.8 g,en quantité modérée,,,1.1 g,en faible quantité,,,,+16%,,+11%,+13%,+38%,,,,,,,,500g,['Plastique'],,,0.01 g,en faible quantité,-88%,-88%,,,,,['France'],,['France'],,,,
87,chevre pané,3701004805192,,['France'],[],[],?,335,19,29,12,1402 kj(335 kcal),"1,9",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"sucré vanillé - u - 7,5g",3956220840001,,['France'],"['Sucre', 'extrait de vanille', 'antiagglomérant : - amidon de maïs', ' 4 g de gousses de vanille mise en œuvre au minimum pour 100 g de sucre vanillé']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,"99,7",?,,,99,,,['U'],,B,"['Édulcorants', 'Sucres', 'Sucres vanillés']",,,,,99 g,en quantité élevée,,,,,,+1%,+2%,,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,"7,5g","['Plastique', 'Papier']",,2,,,,,,,,,,,,,,,
89,Sucre de canne,3424242670086,,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Les désucrés bio multifruits - Cidou - 1L,3760225493700,,['France'],"['Jus de pomme filtré', ""jus d'orange"", 'jus de pomme', ""jus d'ananas"", 'purée de mangue', 'purée de banane', ""purée d'abricot"", 'jus de fruits de la passion']",[],122,29,"0,2","6,5","0,3",122 kj(29 kcal),0,"6,2","0,01","0,004",['Cidou'],"['Bio', 'Bio européen', 'Nutriscore', 'Nutriscore B', 'AB Agriculture Biologique']",B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus multifruits', 'Boisson 100\xa0% fruits']",0.2 g,en faible quantité,0 g,en faible quantité,6.2 g,en quantité modérée,-39%,-40%,-39%,+14%,-100%,-41%,-40%,-24%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,1L,['Brique'],,1,0.01 g,en faible quantité,+9%,+9%,0,-100%,B,-100%,['France'],,['France'],Boisson 100% fruits à base de jus de fruits et de jus filtré désucré issus de l'agriculture biologique.,,,
91,Pomme vanille,3760121216472,,['France'],[],[],?,57,"0,5",12,"0,5",238 kj(57 kcal),"0,5",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Sablés nature sans gluten,6174830,,['France'],[],[],?,471,21,68,"3,1",1971 kj(471 kcal),11,21,"0,95","0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Specialità cipolle borettane in aceto balsamico di modena igp - Carrefour,8012666025886,,['France'],[],[],?,52,0,12,"0,6",218 kj(52 kcal),0,"9,9","1,7","0,68",['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,
94,soupe miso tofu - hikari miso - 3portions,06728805,,['France'],"['PÂTE MISO PRÉPARÉE : ', 'pâte Miso 73,2% ', 'eau', 'soja', 'riz', 'sel', 'eau', 'sucre', 'alcool', 'sel', 'extrait de kelp ', 'algue kelp', 'sel', 'conservateur : acide acétique', 'antiagglomérant : carbonate de sodium', 'épaissis - sant : gomme xanthane', 'extrait de bonite ', 'poisson', 'extrait de levure', 'poudre de bonite et de maquereau séchés ', 'poissons', ']', ' GARNITURE : accompagnement déshydraté 7,2% [Tofu 63,2% ', 'lait de soja', 'maltose', 'amidon de pomme de terre et de tapioca', 'stabilisant : sulfate de calcium', 'petits oignons 36,8%]']","['Non végétalien', 'Non végétarien']",?,?,"0,594",?,?,,,"2,99","1,24","0,495",['hikari miso'],,,"['Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Soupes', 'Plats préparés déshydratés', 'Soupes déshydratées']",,,,,,,,,,-76%,,,-20%,,,,,,,,,3 portions,['sachets plastiques'],"['Poisson', 'Soja']",4,,,-59%,-59%,,,,,['Japon'],,['Japon'],,"['E260 - Acide acétique', 'E500i - Carbonate de sodium', 'E415 - Gomme xanthane']",,
95,Mousse au chocolat,3700520501212,,['France'],[],[],?,344,25,20,8,1439 kj(344 kcal),15,19,"0,39","0,156",,"['Bio', 'Bio européen', 'FR-BIO-09']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Jus de Guava,6222014336751,,['France'],[],[],?,48,0,12,0,201 kj(48 kcal),0,0,0,0,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Jus et nectars']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,+4%,+5%,-100%,-100%,+14%,-100%,-100%,,,,,,,,,,,,0 g,en faible quantité,-100%,-100%,7,+27%,D,+27%,,,,,,,
97,Periyar Instant Dosa Mix (1KG),0665244017117,,['France'],[],[],?,360,"1,5",73,12,1506 kj(360 kcal),0,0,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Dattes Khudry,6285349000551,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Baglawa,6933054000525,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
